periodo,proveedor,track_code,ambito,tipo_servicio,name,main_category,sub_category,category,alto,ancho,largo,peso_aforado,peso_fisico,peso_facturable,tarifa
202507,BoxFast,BFX40774465823X,1,24hs,"Kuber Industries Food Grade, Microwave & Freezer Safe Plastic Bowls, Food Storage Container Set With Lid, Set of 3 (3200m...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,24,79,49,30.97,6.72,30.97,8100
202507,BoxFast,BFX43346152986X,1,24hs,"Lock & Lock Classic Rectangular Plastic Airtight Food Storage Container With Leak Proof Lid, 460 Ml, 1 Piece, Transparent",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,4,51,72,4.9,21.8,21.8,6300
202507,BoxFast,BFX41721637449X,3,24hs,"Signoraware Hot Shot Steel Lunch Box, 850ml+100ml+100ml, Set of 3, Blue",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,8,43,7,0.8,0.12,0.8,4200
202507,BoxFast,BFX42807642311X,3,48hs,"MY FAV Lunch Bag/Tiffin Bag for Men, Women, Kids, School, Picnic, Work, Printed Durable and Lightweight Carry Bag for Lunc...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,72,16,111,42.62,16.78,42.62,12300
202507,BoxFast,BFX42298566490X,3,72hs,"Lock & Lock HAP810X3 Plastic Fridge Bottle, 1L, 3 Pc, Transparent",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,20,33,64,14.08,10.95,14.08,4650
202507,BoxFast,BFX47267137017X,1,72hs,Nayasa Plastic Big Corner Rack (Light Ivory),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,29,69,96,64.03,11.5,64.03,10500
202507,BoxFast,BFX45093784648X,3,48hs,"Saanvi Crafts Your Name Customized Personalized 4 In 1 Engraved Steel Bottle With Wallet, Pen and Metal Keychain For Offic...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,102,32,36,39.17,7.41,39.17,11150
202507,BoxFast,BFX44522755345X,3,48hs,"SHIELDS GLOBAL Sink Storage Rack for Kitchen, Bathroom, Soap Box Organizer (Pack of 1, Multicolor)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,105,6,102,21.42,8.32,21.42,7800
202507,BoxFast,BFX41518883313X,1,72hs,TS WITH TECHSUN Plastic 3 in 1 Large Kitchen Sink Dish Drainer Drying Rack Washing Basket with Removable Tray || Dish Rack...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,101,21,47,33.23,13.69,33.23,5400
202507,BoxFast,BFX42699737591X,1,48hs,THEHEARTWILL® Sheesham Wooden masala box/namak dani/spices box/masala daani/organizer/masala dabba/spice jar/spice storage...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,32,49,112,58.54,7.52,58.54,12600
202507,BoxFast,BFX48248413741X,2,48hs,"SGE Shopping SGE Round Containers 500 ml with Lid for Fridge Food Storage Microwave Safe, Kitchen, Reusable Plastic for Fo...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,75,51,65,82.88,14.05,82.88,15750
202507,BoxFast,BFX48011955423X,1,72hs,"TREO by Milton Ivory Premium Glass Printed Bottle 1000 ml, 1 Pc, Multicolour Squares",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,74,79,78,152,17.36,152,10500
202507,BoxFast,BFX43950051425X,3,24hs,SHANKAR & SONS SHN 5 L Copper Hammered Water Dispenser with 2 Glass and Stand 5000 ml (Gold),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,24,75,28,16.8,21.36,21.36,9750
202507,BoxFast,BFX41378371904X,2,72hs,"Allo FoodSafe 390ml, 635 ml, 930ml, Microwave Oven Safe Bakeware, Freezer Safe , Round Glass Containers with Lids for Food...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,67,43,120,115.24,20.35,115.24,13100
202507,BoxFast,BFX42486725957X,3,48hs,"Ikea Bs Dish Drying Mat (Blue, 44x36 cm)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,64,45,27,25.92,7.34,25.92,8950
202507,BoxFast,BFX49602479542X,2,24hs,"Cello Infuse Plastic(PET) Water Bottle with Infuser, 800ml, Set of 2, Orange",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,49,65,8,8.49,1.27,8.49,4500
202507,BoxFast,BFX46507922147X,3,24hs,Plantex Stainless Steel Glass Stand/Tumbler Holder/Glass Holder for Kitchen/Dining Table(Nickel Chrome),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,91,5,56,8.49,25,25,11150
202507,BoxFast,BFX45728976825X,2,48hs,"YAGZON Lunch Box Bento Box Lunch Containers for Adults and Kids,3-in-1 Compartment,Wheat Straw, Leak-roof,Microwave/Freeze...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,82,49,101,135.27,26.18,135.27,15750
202507,BoxFast,BFX44332677044X,2,48hs,"SPARKE SEALING PET, 55mm Aluminium Foil Seal for PET Bottles, Jars, Containers, No WADS, Printed, Pack of 100…",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,65,39,111,93.8,29.37,93.8,15750
202507,BoxFast,BFX49889456163X,3,48hs,"Asian Cromwell Stainless Steel Lunch Box, Multicolor",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,88,63,104,192.19,28.8,192.19,19550
202507,BoxFast,BFX42008545024X,2,24hs,SHRBI Knife Storage Drawer Kitchen Cutlery Organizer Rack Knife Holder 2 Tier Cutlery Block Drawer Stand for Knifes,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,92,65,69,137.54,19.05,137.54,19700
202507,BoxFast,BFX49472979969X,1,72hs,"Flywind Insulated Lunch Bag Insulated Lunch Box Canvas Fabric with Aluminum Foil, Lunch Tote Handbag for Women,Men,School,...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,69,53,111,135.31,26.84,135.31,10500
202507,BoxFast,BFX46790050861X,2,72hs,"MTR Airseal Plastic Storage Container, Plastic Storage Container, Tea, Coffee and Sugar Storage Container, Set of 3(Each 8...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,33,53,62,36.15,13.5,36.15,7500
202507,BoxFast,BFX45661658109X,2,24hs,Syga Plastic Portable Collapsible Water Storage Tank Water Container Water Carrier Lifting Bag Camping Hiking Survival Kit...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,92,56,60,103.04,23.64,103.04,19700
202507,BoxFast,BFX46409728170X,1,24hs,LMR3 Glans Stainless Steel Plate Rack/Dish Rack/Plate Stand/Dish Stand for Kitchen Utensils,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,87,47,25,34.08,28.66,34.08,8100
202507,BoxFast,BFX46655259789X,2,48hs,"MosQuick®-Garbage Bag Holder/Grocery Bag Holder/Plastic Bag Holder/Dispenser/Saver/Storage Box, Wall Mount or Table top,Ki...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,119,19,96,72.35,23.91,72.35,15750
202507,BoxFast,BFX48905081716X,2,24hs,"IKTU Vacuum Insulated Water Bottle with LED Temperature Display SUS304 Stainless Steel Flask 420ml (Pack of 1, Random Colo...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,19,24,41,6.23,12.53,12.53,5600
202507,BoxFast,BFX46529172143X,1,24hs,"wolpin 1 Pc Lunch Box for Kids with Spoon & Scissor Leak Proof Tiffin Box for Boys, Girls, School & Office, Lunch Box for ...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,51,60,27,27.54,11.4,27.54,7200
202507,BoxFast,BFX45958679974X,2,48hs,"CLOUDTAIL CHOICE Unbreakable Multipurpose Plastic Big Tub, Multipurpose Organizer Tray (20 LTR) (Multicolor)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,111,50,47,86.95,8.82,86.95,15750
202507,BoxFast,BFX42777225329X,2,72hs,"Veigo Lock N Steel 100% Air Tight 2 Pcs Container,Dark Blue",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,114,71,36,97.13,24.64,97.13,13100
202507,BoxFast,BFX45211446997X,1,48hs,Bhaguji 380ml Vacuum Insulated Coffee Tea Travel Mug Sipper Lid Double Walled Thermos Flask Silicon Grip Stainless Steel L...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,3,79,46,3.63,21.07,21.07,5050
202507,BoxFast,BFX45993431878X,1,72hs,Machak Baatli Glass Water Bottle for Kitchen Home Decor |1 litre | (Set of 6) | Multicolour,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,6,51,43,4.39,7.57,7.57,2400
202507,BoxFast,BFX42267481010X,3,72hs,"Treo by Milton Cube Storage Glass Jar, 800 ml, Transparent | BPA Free | Storage Jar | Kitchen Organizer | Modular | Multip...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,96,19,74,44.99,21.37,44.99,10250
202507,BoxFast,BFX49546763928X,2,48hs,"GING Motivational Water Bottle with Time Marker - Unbreakable & Leak proof Wide Mouth Durable Gym Water Bottle, Reusable S...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,44,76,87,96.98,11.44,96.98,15750
202507,BoxFast,BFX40375986813X,3,48hs,AB99 COLLECTION Stainless Steel Square Plate Rack for Kitchen | Dish Rack | Thali Stand for Kitchen | Dish Stand | 6 Plate...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,63,20,83,34.86,16.78,34.86,10050
202507,BoxFast,BFX46380103435X,2,48hs,"Lyrovo Over The Sink Dish Drying Rack,2-Tier SUS304 Large Dish Drainers Utensil Holder for Kitchen Counter Made of Stainle...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,52,36,21,13.1,11.17,13.1,4500
202507,BoxFast,BFX47846771237X,1,48hs,"Milton Cubic Big Inner Stainless Steel Tiffin Box, 1100 ml, Aqua Green | Lunch Box",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,50,69,45,51.75,15.7,51.75,12600
202507,BoxFast,BFX42791432646X,1,24hs,FLEXER Reusable Silicone Food Storage Bag & Silicone Stretch Bowl Lid | ziplock bags (4 Silicone Bags 1000 ML & 6 Lids),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,113,43,80,129.57,21.92,129.57,15750
202507,BoxFast,BFX40319612368X,2,48hs,UCRAVO Sprout Maker with 4 Compartments for Multi Purpose Use - 500ml Plastic Grocery Container Sprouted Grains Seeds Dal ...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,13,21,30,2.73,21.96,21.96,6300
202507,BoxFast,BFX47360559877X,2,72hs,"NUVELER Plastic Unbreakable Water Bottle Set, 1 L, Pack of 6, Transparent",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,93,8,13,3.22,22.62,22.62,5250
202507,BoxFast,BFX40179979568X,3,72hs,HAZEL Onion Potato Garlic Storage Container for Kitchen | Container for Kitchen Storage Set | Food Grade Storage Container...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,107,30,42,44.94,11.79,44.94,10250
202507,BoxFast,BFX48281833516X,2,24hs,Home Centre Orion Polypropylene Towel Ring with Suction Cup (White),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,80,55,83,121.73,20.75,121.73,19700
202507,BoxFast,BFX40480479308X,3,24hs,ISKO Borosilicate Glass Water Bottle with Leak-Proof Airtight Stainless Steel Lid With Motivational Time Marker and Protec...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,49,58,82,77.68,7.24,77.68,24400
202507,BoxFast,BFX40924308279X,1,24hs,"LOOKMINT Lunch Bag Insulated Lunch Bag Portable Lunch Bag Waterproof Lunch Box Bag, for Office School Travel Camping Prepa...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,21,19,20,2.66,14.38,14.38,4500
202507,BoxFast,BFX40890184829X,1,48hs,Manvi- Glossy Stainless Steel 5 Piece Complete Bathroom Set(Bathroom Combo),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,83,14,83,32.15,17.53,32.15,6500
202507,BoxFast,BFX46929224676X,2,24hs,"White Drop Lunch Boxes,Tiffin Box Lunch Boxes for Kids and Adults Leak Proof 4 Compartment Lunch Box Reusable Microwave Fr...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,57,57,27,29.24,20.63,29.24,9000
202507,BoxFast,BFX49150666987X,1,48hs,"Dhinchak Artbox Plastic Banana Storage Case - Pack of 2, green , yellow",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,19,14,90,7.98,27.37,27.37,5750
202507,BoxFast,BFX46570172877X,3,72hs,"Craft Expertise Kitchen Organizer Pan Pot Lid Holder Rack Adjustable Dividers Space Saving Storage Rust-Resistant Metal, D...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,44,7,70,7.19,9.21,9.21,3700
202507,BoxFast,BFX44758603375X,1,72hs,KITCHEN NEXT STAINLESS STEEL DIBBA 9 PCS .400 ML TO 4.5 KGS SIZE SET,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,116,40,19,29.39,25.37,29.39,4800
202507,BoxFast,BFX42625734688X,3,24hs,"HAPPI Multipurpose Plastic Masala Box for Kitchen Royal, Spice Boxes for Kitchen, Rangoli/Spice/Masala Dabba Container 7 C...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,33,47,45,23.26,9.4,23.26,9750
202507,BoxFast,BFX48647312916X,3,48hs,Swayam Cotton 20ltr Water Dispenser Bottle Cover in Blue,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,23,21,99,15.94,16.6,16.6,6700
202507,BoxFast,BFX44767490178X,3,48hs,"Amazon Brand - Solimo Stainless Steel Water Bottle with PP LID and Curved Body for Easy Holding, Set of 3 (2 Blue, 1 Red)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,25,20,84,14,21.72,21.72,7800
202507,BoxFast,BFX45380663000X,1,72hs,PRANJAL Plastic 3 in 1 Kitchen Sink Dish Drainer Drying Rack Utensils Washing Holder Plastic Basket Organizer with Tray an...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,111,29,91,97.64,25.9,97.64,10500
202507,BoxFast,BFX44252469356X,1,24hs,The AutoStory Metal Rectangular Wire Cable Hole Cover Grommet for Office and Computer Desk Table with Dust-Proof Brush (16...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,104,2,8,0.55,24.46,24.46,6300
202507,BoxFast,BFX43781511761X,2,48hs,"De MONIX Plastic Water Storage Container with Lockring , Unbreakable Jumbo Plus Plastic Drum, Multipurpose Plastic Storage...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,119,2,113,8.96,8.36,8.96,3600
202507,BoxFast,BFX44994337721X,1,72hs,"e kysa basics Disposable Thick-Walled Craft Paper Food Container Bowl/Tub with lid, 500 ml, Pack of 15 - Brown",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,110,31,43,48.88,29.79,48.88,7200
202507,BoxFast,BFX48648256658X,2,72hs,INNOVATIVE PRODUCTS 350ml Animal Bottle for Kids,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,31,3,97,03.01,28.12,28.12,6000
202507,BoxFast,BFX42772206753X,3,72hs,Neelam Stainless Steel Spice Box Set of 10 pieces - 825 ml,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,27,27,59,14.34,12.96,14.34,4650
202507,BoxFast,BFX45257996525X,3,72hs,D.k 11 Stainless Steel 3 Laye Vegetable Trolley & Fruit Basket Trolley for Modular Kitchen Rack Vegetable Organizer for ki...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,42,47,71,46.72,1.51,46.72,11150
202507,BoxFast,BFX41474375817X,3,24hs,"Indigo interiors Alvarado Wine Rack Gloss Holder, Wall Mounted Wine Racks, 8 Bottles, Hangers for 6 Wine Glasses (Teak)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,57,4,46,3.5,9.17,9.17,5600
202507,BoxFast,BFX45816687607X,1,24hs,Cocktail Designer Wooden MDF Salt N Pepper Dining Organizer Multiuse Cutlery Holder Napkin Stand Tissue Slot Compact Rotat...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,106,50,103,181.97,25.1,181.97,15750
202507,BoxFast,BFX48813041588X,1,24hs,"Milton New Duke 1000 Thermosteel Hot and Cold Water Bottle, 920 ml, Black",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,89,51,18,27.23,28.53,28.53,7200
202507,BoxFast,BFX40105461046X,2,24hs,Lock & Lock Classics 1.6 L Round Food Container (Transparent),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,78,47,108,131.98,24.97,131.98,19700
202507,BoxFast,BFX46311323417X,1,24hs,Kitchenwell (Pack of 4) Fridge Storage Boxes Fridge Organizer with Removable Drain Plate and Lid Stackable Fridge Storage ...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,106,51,29,52.26,11.96,52.26,15750
202507,BoxFast,BFX46816343092X,3,72hs,HOMEBAKERS MART 12 Pieces tub cake box clear Acrylic Plastic Square Cube Small Acrylic Box Acrylic Storage Containers with...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,78,65,107,180.83,1.79,180.83,16300
202507,BoxFast,BFX42765189123X,2,48hs,"Nymbus 500ml Insulated Stainless Steel Water Bottle for Kids, Double Walled Vacuum Insulated Stainless Steel Bottle, Carto...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,47,7,7,0.77,15.58,15.58,5400
202507,BoxFast,BFX49411596114X,2,48hs,"GALV Roti khakhara papad Storage Container For Dining Table, Drawer Cabinet Chapati Box For Kitchen, Snacks Storage Contai...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,51,15,6,1.53,11.35,11.35,4500
202507,BoxFast,BFX47065053317X,1,24hs,"Brezzycloud Oval Shape 300ml Spice Glass Jars with Rustproof Steel Airtight Lid, Suitable to use in your Home Office, kitc...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,63,27,15,8.51,3.78,8.51,3600
202507,BoxFast,BFX43902118256X,3,24hs,"MILTON Alpine Copper Bottle, 928ml, 1 Piece, Brown",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,12,56,68,15.23,3.27,15.23,8350
202507,BoxFast,BFX46568726890X,3,24hs,"Milton Champ 1000 Stainless Steel Water Bottle, 940 ml, Silver",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,90,70,35,73.5,4.68,73.5,24400
202507,BoxFast,BFX42313012249X,1,48hs,"Lock & Lock Aqua Easy Grip Plastic Water Bottles, Set of 2, 2.1 Litres each, Transparent (HAP736 x 2)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,79,74,74,144.2,6.25,144.2,12600
202507,BoxFast,BFX47694864050X,1,72hs,"AANIJ® Wash Bottle Polyethylene made Size 1000 ml, Pack of (1)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,89,47,100,139.43,22.64,139.43,10500
202507,BoxFast,BFX47206553563X,3,24hs,"BESTO Water Bottle with Motivational Time Marker, Sipper Bottle with straw, Water bottle for Gym Office| 1 Piece",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,65,34,8,5.89,11.51,11.51,7000
202507,BoxFast,BFX49230960210X,1,24hs,Mintage Water Pot Stainless Steel (13 ltrs),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,95,34,66,71.06,13.16,71.06,15750
202507,BoxFast,BFX40635922095X,2,24hs,Milton Atlantis 400 Thermosteel Hot & Cold Tea Water Bottle 350 ml Black,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,115,6,90,20.7,17.99,20.7,7900
202507,BoxFast,BFX44159981701X,3,48hs,"Kuber Industries Canvas Water Bottle Bag, Black, 1.5 LTR (KI19382_2)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,69,38,54,47.2,28.81,47.2,13400
202507,BoxFast,BFX48747625431X,3,72hs,Ikea RINNIG Kitchen Utensil Rack,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,54,42,112,84.67,22.72,84.67,16300
202507,BoxFast,BFX42504655798X,1,72hs,"Amazon Brand - Solimo Airtight Plastic Storage Container, BPA Free, 3 Containers (2000ml), Brown",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,14,18,81,6.8,19.41,19.41,3600
202507,BoxFast,BFX46362676788X,2,48hs,"Sorbus Roll Rack [Large 20.5"" X 13""""] Over The Sink Drying Mat-Multipurpose Dish Drainer-Fruits and Vegetable Rinser-Durab...""""",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,94,62,9,17.48,22.34,22.34,6300
202507,BoxFast,BFX42079611580X,1,48hs,"Pikify Microwave Oven Rack Kitchen Shelf and Storage Home Cupboard Organizers Multi Function, 2 Layer, Size:-61 * 37.6 * 4...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,109,66,67,160.67,21.61,160.67,12600
202507,BoxFast,BFX45895340169X,2,48hs,"YouBee® Air Tight Matka Jar for Kitchen Storage Container for Rice | Dal | Atta, BPA-Free, Flour | Cereals | Snacks | Stac...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,85,25,49,34.71,20.74,34.71,8100
202507,BoxFast,BFX41990666137X,1,48hs,"FunBlast Lunch Box - Stainless Steel Lunch Box for Kids, Tiffin Box, Lunch Box with Spoon and Fork, Bento Lunch Box, Lunch...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,105,74,20,51.8,14.94,51.8,12600
202507,BoxFast,BFX46271233085X,1,48hs,"Tupperware Aquasafe Sports Water Bottle (Flip Top 750ml, 2 Pcs)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,104,10,115,39.87,17.05,39.87,7200
202507,BoxFast,BFX49224758604X,1,72hs,"Delzon 2 Liter Water Bottle With Straw And Stickers, Plastic Light weight and sturdy handle (Blue/Orange Color)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,96,73,30,70.08,13.9,70.08,10500
202507,BoxFast,BFX41190225445X,1,24hs,"Delzon 2 Liter Sports Bottle With Clear ML Marking, Portable Mouth, Straw,Handel All IN One Bottle (Multi Color)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,61,62,14,17.65,11.91,17.65,5400
202507,BoxFast,BFX49729379872X,1,72hs,Bengvo Paper Towel Hanger Underneath Cabinet Rack No Drilling Paper Roll Holder Over The Door Kitchen Roll Holder Toilet P...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,13,19,30,2.47,8.2,8.2,2400
202507,BoxFast,BFX41314577192X,3,72hs,Miniature Mart Small Size Airtight Jar | Jars for Spice | Mini Masala Jar | Glass Spices Containers | Round Container Shap...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,2,53,100,3.53,10.72,10.72,4650
202507,BoxFast,BFX45199408217X,3,72hs,"Megadeals Air Tight Containers For Kitchen Storage Set, Bpa Container For Kitchen Storage Set, Kitchen Organizer And Kitch...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,26,26,74,16.67,12.91,16.67,5600
202507,BoxFast,BFX48941797713X,1,72hs,"Sunpet Premium Plastic Round Jar Set, 100 ml set of 12",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,53,65,100,114.83,17.42,114.83,10500
202507,BoxFast,BFX43576944854X,3,48hs,"Pure Source India Ceramic Pickle Jar - 500 Gm, 2 Piece, Multicolor",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,90,14,58,24.36,15.05,24.36,7800
202507,BoxFast,BFX44970688113X,1,24hs,"Ikea 4 Pack Rajtan Spice Jars Set, Glass, Aluminum Color Lid",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,56,21,18,07.06,3.33,07.06,3600
202507,BoxFast,BFX47614104462X,2,24hs,Sanghariyat® Big Size Lunch Box 1800 ML 4 Compartment Leak-Proof BPA Free Lunch Box with Spoon Tiffin Box for School Lunch...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,4,26,49,1.7,10.27,10.27,5600
202507,BoxFast,BFX49071701376X,1,24hs,"G-PET Plastic Jar Set, 250ml, 6-Pieces, Transparent (RJ R53250M0)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,27,17,28,4.28,11.35,11.35,4500
202507,BoxFast,BFX43027401793X,2,48hs,GIFTIATTIRE CARD BOARD Surprise Cake Box Gift Box with light included - Black 10*10 inches (1kg cake) (Cardboard),home & kitchen,Kitchen Storage & Containers,Kitchen_storage,118,28,69,75.99,21.24,75.99,15750
202507,BoxFast,BFX40103415945X,1,48hs,Kuber Sipper Bottle with Straw for Kids | Tumbler Sipper Cup I Cute Water Bottle with Lid | Food Grade Plastic | One Click...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,119,49,36,69.97,10.05,69.97,12600
202507,BoxFast,BFX43678115437X,1,72hs,Onprix Wall Mounted Paper Cup Dispenser Holder | Plastic Cup Extractor for Home Disposable Drinking Water Cup Dispenser | ...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,46,52,117,93.29,0.34,93.29,10500
202507,BoxFast,BFX44723185888X,2,72hs,"e kysa basics Disposable Hard Paper Food Container Bowl with lid, 300 ml, Pack of 15 - White",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,97,45,48,69.84,2.62,69.84,13100
202507,BoxFast,BFX48646916956X,2,72hs,"MACHAK Hexagon Glass Jar Storage Container with Air Tight Lid (Transparent, 260 ml) - Set of 14",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,87,16,41,19.02,14.96,19.02,4500
202507,BoxFast,BFX49649251011X,3,48hs,"Expresso Stainless Steel Dura Hot 3 Tier 8 Inch Lunch Box with Insulated Carry Bag, Silver-1600 ml",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,112,17,119,75.53,5.74,75.53,19550
202507,BoxFast,BFX43696422724X,2,48hs,"Ebbstone Woven Masala Rangoli Box Dabba for Keeping Spices, Spice Box for Kitchen, Masala Container, Plastic Wooden Style,...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,107,74,65,171.56,14.89,171.56,15750
202507,BoxFast,BFX47417179125X,1,24hs,FORTUNE 24 Inch Classic Stainless Steel Folding Towel Rack for Bathroom | Towel Stand | Towel Hanger | Napking Holder I Cl...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,76,21,24,12.77,17.27,17.27,5400
202507,BoxFast,BFX43854037132X,1,24hs,"Milton Thermosteel Crown 600 Flask, 500ml, Silver (Cap colour may vary)",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,48,10,60,9.6,28.01,28.01,7200
202507,BoxFast,BFX47971421947X,3,24hs,JNSM SPARK Ceramic Jars 1000 ml Table Pickle Jar|ceramic Jars Containers For Storage|hand Painted Ceramic Barni For Dining...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,76,37,34,31.87,19.7,31.87,12550
202507,BoxFast,BFX45559176487X,3,24hs,"Nylstone Lazy Susan 360° Rotating Tray - Kitchen Organizer for Spice, Cabinet, Multipurpose Revolving Storage Racks & Hold...",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,39,2,88,2.29,01.03,2.29,4200
202507,BoxFast,BFX45438899044X,2,24hs,JOFIX 5 Pcs Kitchen Food Container Meat Storage Box Fridge & Freezer Fish Storage Basket Food Container - Plastic Bowl Pac...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,43,29,71,29.51,11.48,29.51,9000
202507,BoxFast,BFX42510699889X,1,48hs,"Ecoline Q4, Electric Lunch Box -Capacity 1400 ml Black, Pvc Fabric.",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,74,69,89,151.48,23.82,151.48,12600
202507,BoxFast,BFX43993522317X,3,24hs,"Pure Source India Glass Jar With Airtight Lid - 2 kg, 2 Pcs, Clear",home & kitchen,Kitchen Storage & Containers,Kitchen_storage,69,23,114,60.31,7.89,60.31,24400
202507,BoxFast,BFX40023071190X,2,24hs,GLOBE1 - 55 Litre Large Plastic Storage Container Multipurpose Dustproof Stackable Storage Box with Non Transparent Lid & ...,home & kitchen,Kitchen Storage & Containers,Kitchen_storage,71,57,89,120.06,27.76,120.06,19700
